Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-02-26 00:00:00-05:00,89.09233042035194,90.08328950506552,88.9507627795559,90.05497741699219,30199800,0.0,0.0
2018-02-27 00:00:00-05:00,90.3569937096367,90.4513697457631,88.90357971191405,88.90357971191406,25869100,0.0,0.0
2018-02-28 00:00:00-05:00,89.50758795679081,90.32867452753364,88.36562144832308,88.49774932861328,31167300,0.0,0.0
2018-03-01 00:00:00-05:00,88.70538102427365,89.25277207212805,86.67626400235089,87.62947845458984,37135600,0.0,0.0
2018-03-02 00:00:00-05:00,86.43088736590157,87.91261333308577,85.75136844074686,87.8182373046875,32830400,0.0,0.0
2018-03-05 00:00:00-05:00,87.14814353951229,88.96962881455279,87.07264704346416,88.37505340576172,23901600,0.0,0.0
2018-03-06 00:00:00-05:00,89.03571386834814,89.17728153271538,87.7144348687352,88.07306671142578,22175800,0.0,0.0
2018-03-07 00:00:00-05:00,87.92205558937223,88.65819871235576,87.2330968817112,88.58269500732422,26716100,0.0,0.0
2018-03-08 00:00:00-05:00,88.96964382668335,89.75297860884135,88.49775644472264,89.12065124511719,25887800,0.0,0.0
2018-03-09 00:00:00-05:00,89.93229633894504,91.11201477050781,89.65860079877089,91.11201477050781,36937300,0.0,0.0
2018-03-12 00:00:00-04:00,91.07424744578474,91.74432653703388,90.64011200076818,91.32906341552734,26073700,0.0,0.0
2018-03-13 00:00:00-04:00,91.54613355132987,91.77263743265647,88.68649774813525,89.10176086425781,35387800,0.0,0.0
2018-03-14 00:00:00-04:00,89.77184765943177,90.04554317307864,88.24293012815838,88.57324981689453,32132000,0.0,0.0
2018-03-15 00:00:00-04:00,88.27124957366748,89.26221592290838,87.61061014112671,88.88470458984375,27611000,0.0,0.0
2018-03-16 00:00:00-04:00,89.35659349071045,90.01723293459727,88.63932266561197,89.28108978271484,49081300,0.0,0.0
2018-03-19 00:00:00-04:00,88.46943572977767,88.62044313349115,86.93108560670059,87.66722869873047,33344100,0.0,0.0
2018-03-20 00:00:00-04:00,87.81825653276664,88.49776840627315,87.77106490802004,87.89375305175781,23075200,0.0,0.0
2018-03-21 00:00:00-04:00,87.70497677078886,88.76200694995185,87.02545788421472,87.28028106689453,24457100,0.0,0.0
2018-03-22 00:00:00-04:00,86.13832165419299,86.59133672021008,84.61885087129136,84.74153900146484,38604700,0.0,0.0
2018-03-23 00:00:00-04:00,84.46781577821444,85.37383841301322,82.18388326963243,82.27825927734375,44068900,0.0,0.0
2018-03-26 00:00:00-04:00,85.51542293112058,88.71481846791862,85.31723111561611,88.50718688964844,56396800,0.0,0.0
2018-03-27 00:00:00-04:00,89.60196234647364,89.79071438528749,83.53349141307812,84.43951416015625,56569000,0.0,0.0
2018-03-28 00:00:00-04:00,84.76983705113952,86.10056273678444,83.8732540320437,84.364013671875,52501100,0.0,0.0
2018-03-29 00:00:00-04:00,85.10958725496782,87.10095208582871,83.42966974656647,86.13829803466797,45867500,0.0,0.0
2018-04-02 00:00:00-04:00,85.38328773194412,85.7702315670044,82.58971582848775,83.54292297363281,48515400,0.0,0.0
2018-04-03 00:00:00-04:00,84.54335037834001,84.98692569724982,82.94836862322101,84.6660385131836,37213800,0.0,0.0
2018-04-04 00:00:00-04:00,82.91059667121566,87.54453338554882,82.79734832817125,87.13871002197266,35560000,0.0,0.0
2018-04-05 00:00:00-04:00,87.24253683565524,87.83711231311173,86.26101026938842,87.18590545654297,29771900,0.0,0.0
2018-04-06 00:00:00-04:00,86.34592711566049,87.26138953407313,84.44894555218335,85.15677642822266,38026000,0.0,0.0
2018-04-09 00:00:00-04:00,85.92125846938657,87.9314961968644,85.52487478235099,85.66643524169922,31533900,0.0,0.0
2018-04-10 00:00:00-04:00,87.19536632039294,88.03532544278704,86.48753511385196,87.6578140258789,26812000,0.0,0.0
2018-04-11 00:00:00-04:00,86.83670465677429,88.0447350162809,86.3365052610813,86.69513702392578,24872100,0.0,0.0
2018-04-12 00:00:00-04:00,87.23309335439943,88.86582670764558,87.23309335439943,88.31843566894531,26758900,0.0,0.0
2018-04-13 00:00:00-04:00,88.76201259035479,88.88470070806008,87.24253476144011,87.84654998779297,23346100,0.0,0.0
2018-04-16 00:00:00-04:00,88.78088337201822,89.3377141743835,88.16742839330131,88.87525939941406,20288100,0.0,0.0
2018-04-17 00:00:00-04:00,89.65859551319808,91.11200939925304,89.54533995828996,90.6684341430664,26771000,0.0,0.0
2018-04-18 00:00:00-04:00,90.80999233918462,91.28187963489817,90.14934580492843,91.01762390136719,21043300,0.0,0.0
